state,date,cases,deaths,cases_new,deaths_new,state_postal,state_fips,population
Alabama,2020-03-13,6,0,,,AL,01,4903185
Alabama,2020-03-14,12,0,6,0,AL,01,4903185
Alabama,2020-03-15,23,0,11,0,AL,01,4903185
Alabama,2020-03-16,29,0,6,0,AL,01,4903185
Alabama,2020-03-17,39,0,10,0,AL,01,4903185
Alabama,2020-03-18,51,0,12,0,AL,01,4903185
Alabama,2020-03-19,78,0,27,0,AL,01,4903185
Alabama,2020-03-20,106,0,28,0,AL,01,4903185
Alabama,2020-03-21,131,0,25,0,AL,01,4903185
Alabama,2020-03-22,157,0,26,0,AL,01,4903185
Alabama,2020-03-23,196,0,39,0,AL,01,4903185
Alabama,2020-03-24,242,0,46,0,AL,01,4903185
Alabama,2020-03-25,386,1,144,1,AL,01,4903185
Alabama,2020-03-26,538,3,152,2,AL,01,4903185
Alabama,2020-03-27,639,4,101,1,AL,01,4903185
Alabama,2020-03-28,720,4,81,0,AL,01,4903185
Alabama,2020-03-29,830,5,110,1,AL,01,4903185
Alabama,2020-03-30,947,11,117,6,AL,01,4903185
Alabama,2020-03-31,999,14,52,3,AL,01,4903185
Alabama,2020-04-01,1108,28,109,14,AL,01,4903185
Alabama,2020-04-02,1270,32,162,4,AL,01,4903185
Alabama,2020-04-03,1535,38,265,6,AL,01,4903185
Alabama,2020-04-04,1632,44,97,6,AL,01,4903185
Alabama,2020-04-05,1840,45,208,1,AL,01,4903185
Alabama,2020-04-06,2005,53,165,8,AL,01,4903185
Alabama,2020-04-07,2197,64,192,11,AL,01,4903185
Alabama,2020-04-08,2498,67,301,3,AL,01,4903185
Alabama,2020-04-09,2838,78,340,11,AL,01,4903185
Alabama,2020-04-10,3008,80,170,2,AL,01,4903185
Alabama,2020-04-11,3262,93,254,13,AL,01,4903185
Alabama,2020-04-12,3583,93,321,0,AL,01,4903185
Alabama,2020-04-13,3805,104,222,11,AL,01,4903185
Alabama,2020-04-14,3953,114,148,10,AL,01,4903185
Alabama,2020-04-15,4241,123,288,9,AL,01,4903185
Alabama,2020-04-16,4404,137,163,14,AL,01,4903185
Alabama,2020-04-17,4572,151,168,14,AL,01,4903185
Alabama,2020-04-18,4723,147,151,0,AL,01,4903185
Alabama,2020-04-19,4903,160,180,13,AL,01,4903185
Alabama,2020-04-20,5078,164,175,4,AL,01,4903185
Alabama,2020-04-21,5327,186,249,22,AL,01,4903185
Alabama,2020-04-22,5610,201,283,15,AL,01,4903185
Alabama,2020-04-23,5832,197,222,0,AL,01,4903185
Alabama,2020-04-24,6026,209,194,12,AL,01,4903185
Alabama,2020-04-25,6213,213,187,4,AL,01,4903185
Alabama,2020-04-26,6421,219,208,6,AL,01,4903185
Alabama,2020-04-27,6539,228,118,9,AL,01,4903185
Alabama,2020-04-28,6750,242,211,14,AL,01,4903185
Alabama,2020-04-29,6925,262,175,20,AL,01,4903185
Alabama,2020-04-30,7068,272,143,10,AL,01,4903185
Alabama,2020-05-01,7294,289,226,17,AL,01,4903185
Alabama,2020-05-02,7611,288,317,0,AL,01,4903185
Alabama,2020-05-03,7888,290,277,2,AL,01,4903185
Alabama,2020-05-04,8112,298,224,8,AL,01,4903185
Alabama,2020-05-05,8437,315,325,17,AL,01,4903185
Alabama,2020-05-06,8691,343,254,28,AL,01,4903185
Alabama,2020-05-07,9046,369,355,26,AL,01,4903185
Alabama,2020-05-08,9385,383,339,14,AL,01,4903185
Alabama,2020-05-09,9668,390,283,7,AL,01,4903185
Alabama,2020-05-10,9889,393,221,3,AL,01,4903185
Alabama,2020-05-11,10164,403,275,10,AL,01,4903185
Alabama,2020-05-12,10464,435,300,32,AL,01,4903185
Alabama,2020-05-13,10700,450,236,15,AL,01,4903185
Alabama,2020-05-14,11101,473,401,23,AL,01,4903185
Alabama,2020-05-15,11373,483,272,10,AL,01,4903185
Alabama,2020-05-16,11674,485,301,2,AL,01,4903185
Alabama,2020-05-17,11771,488,97,3,AL,01,4903185
Alabama,2020-05-18,12086,489,315,1,AL,01,4903185
Alabama,2020-05-19,12376,504,290,15,AL,01,4903185
Alabama,2020-05-20,13052,522,676,18,AL,01,4903185
Alabama,2020-05-21,13414,529,362,7,AL,01,4903185
Alabama,2020-05-22,13670,541,256,12,AL,01,4903185
Alabama,2020-05-23,14149,549,479,8,AL,01,4903185
Alabama,2020-05-24,14478,551,329,2,AL,01,4903185
Alabama,2020-05-25,14986,566,508,15,AL,01,4903185
Alabama,2020-05-26,15650,580,664,14,AL,01,4903185
Alabama,2020-05-27,16032,583,382,3,AL,01,4903185
Alabama,2020-05-28,16530,591,498,8,AL,01,4903185
Alabama,2020-05-29,17031,610,501,19,AL,01,4903185
Alabama,2020-05-30,17359,618,328,8,AL,01,4903185
Alabama,2020-05-31,17952,630,593,12,AL,01,4903185
Alabama,2020-06-01,18534,646,582,16,AL,01,4903185
Alabama,2020-06-02,18771,653,237,7,AL,01,4903185
Alabama,2020-06-03,18851,653,80,0,AL,01,4903185
Alabama,2020-06-04,19072,653,221,0,AL,01,4903185
Alabama,2020-06-05,19387,676,315,23,AL,01,4903185
Alabama,2020-06-06,20043,689,656,13,AL,01,4903185
Alabama,2020-06-07,20500,692,457,3,AL,01,4903185
Alabama,2020-06-08,20925,718,425,26,AL,01,4903185
Alabama,2020-06-09,21422,729,497,11,AL,01,4903185
Alabama,2020-06-10,21989,744,567,15,AL,01,4903185
Alabama,2020-06-11,22845,755,856,11,AL,01,4903185
Alabama,2020-06-12,23710,769,865,14,AL,01,4903185
Alabama,2020-06-13,24601,773,891,4,AL,01,4903185
Alabama,2020-06-14,25615,773,1014,0,AL,01,4903185
Alabama,2020-06-15,26272,774,657,1,AL,01,4903185
Alabama,2020-06-16,26912,785,640,11,AL,01,4903185
Alabama,2020-06-17,27312,790,400,5,AL,01,4903185
Alabama,2020-06-18,28206,810,894,20,AL,01,4903185
Alabama,2020-06-19,29002,822,796,12,AL,01,4903185
Alabama,2020-06-20,29549,838,547,16,AL,01,4903185
Alabama,2020-06-21,30021,839,472,1,AL,01,4903185
Alabama,2020-06-22,30454,841,433,2,AL,01,4903185
Alabama,2020-06-23,31097,864,643,23,AL,01,4903185
Alabama,2020-06-24,32064,891,967,27,AL,01,4903185
Alabama,2020-06-25,33206,896,1142,5,AL,01,4903185
Alabama,2020-06-26,34183,907,977,11,AL,01,4903185
Alabama,2020-06-27,35083,919,900,12,AL,01,4903185
Alabama,2020-06-28,35441,919,358,0,AL,01,4903185
Alabama,2020-06-29,37175,929,1734,10,AL,01,4903185
Alabama,2020-06-30,38045,950,870,21,AL,01,4903185
Alabama,2020-07-01,38962,972,917,22,AL,01,4903185
Alabama,2020-07-02,40111,985,1149,13,AL,01,4903185
Alabama,2020-07-03,41865,1006,1754,21,AL,01,4903185
Alabama,2020-07-04,42862,1007,997,1,AL,01,4903185
Alabama,2020-07-05,43953,1007,1091,0,AL,01,4903185
Alabama,2020-07-06,44878,1007,925,0,AL,01,4903185
Alabama,2020-07-07,45785,1033,907,26,AL,01,4903185
Alabama,2020-07-08,46962,1058,1177,25,AL,01,4903185
Alabama,2020-07-09,49174,1068,2212,10,AL,01,4903185
Alabama,2020-07-10,50508,1104,1334,36,AL,01,4903185
Alabama,2020-07-11,51947,1114,1439,10,AL,01,4903185
Alabama,2020-07-12,53587,1121,1640,7,AL,01,4903185
Alabama,2020-07-13,55545,1124,1958,3,AL,01,4903185
Alabama,2020-07-14,57255,1164,1710,40,AL,01,4903185
Alabama,2020-07-15,59067,1211,1812,47,AL,01,4903185
Alabama,2020-07-16,61088,1230,2021,19,AL,01,4903185
Alabama,2020-07-17,63091,1265,2003,35,AL,01,4903185
Alabama,2020-07-18,65234,1286,2143,21,AL,01,4903185
Alabama,2020-07-19,67011,1287,1777,1,AL,01,4903185
Alabama,2020-07-20,68891,1291,1880,4,AL,01,4903185
Alabama,2020-07-21,70358,1303,1467,12,AL,01,4903185
Alabama,2020-07-22,71813,1364,1455,61,AL,01,4903185
Alabama,2020-07-23,74212,1397,2399,33,AL,01,4903185
Alabama,2020-07-24,76005,1438,1793,41,AL,01,4903185
Alabama,2020-07-25,78130,1456,2125,18,AL,01,4903185
Alabama,2020-07-26,79294,1473,1164,17,AL,01,4903185
Alabama,2020-07-27,81115,1491,1821,18,AL,01,4903185
Alabama,2020-07-28,82366,1491,1251,0,AL,01,4903185
Alabama,2020-07-29,83782,1538,1416,47,AL,01,4903185
Alabama,2020-07-30,85762,1565,1980,27,AL,01,4903185
Alabama,2020-07-31,87723,1580,1961,15,AL,01,4903185
Alabama,2020-08-01,89349,1603,1626,23,AL,01,4903185
Alabama,2020-08-02,91444,1627,2095,24,AL,01,4903185
Alabama,2020-08-03,92661,1633,1217,6,AL,01,4903185
Alabama,2020-08-04,93702,1666,1041,33,AL,01,4903185
Alabama,2020-08-05,94654,1695,952,29,AL,01,4903185
Alabama,2020-08-06,96592,1714,1938,19,AL,01,4903185
Alabama,2020-08-07,98301,1735,1709,21,AL,01,4903185
Alabama,2020-08-08,100173,1755,1872,20,AL,01,4903185
Alabama,2020-08-09,101334,1768,1161,13,AL,01,4903185
Alabama,2020-08-10,103020,1797,1686,29,AL,01,4903185
Alabama,2020-08-11,103851,1847,831,50,AL,01,4903185
Alabama,2020-08-12,104786,1882,935,35,AL,01,4903185
Alabama,2020-08-13,105557,1890,771,8,AL,01,4903185
Alabama,2020-08-14,106309,1893,752,3,AL,01,4903185
Alabama,2020-08-15,107580,1896,1271,3,AL,01,4903185
Alabama,2020-08-16,108433,1898,853,2,AL,01,4903185
Alabama,2020-08-17,109004,1925,571,27,AL,01,4903185
Alabama,2020-08-18,110361,1936,1357,11,AL,01,4903185
Alabama,2020-08-19,111478,1944,1117,8,AL,01,4903185
Alabama,2020-08-20,112449,1974,971,30,AL,01,4903185
Alabama,2020-08-21,113632,1996,1183,22,AL,01,4903185
Alabama,2020-08-22,114532,2011,900,15,AL,01,4903185
Alabama,2020-08-23,115060,2013,528,2,AL,01,4903185
Alabama,2020-08-24,116710,2024,1650,11,AL,01,4903185
Alabama,2020-08-25,117242,2037,532,13,AL,01,4903185
Alabama,2020-08-26,119254,2045,2012,8,AL,01,4903185
Alabama,2020-08-27,121023,2076,1769,31,AL,01,4903185
Alabama,2020-08-28,122185,2107,1162,31,AL,01,4903185
Alabama,2020-08-29,123889,2152,1704,45,AL,01,4903185
Alabama,2020-08-30,125235,2162,1346,10,AL,01,4903185
Alabama,2020-08-31,126058,2182,823,20,AL,01,4903185
Alabama,2020-09-01,127616,2200,1558,18,AL,01,4903185
Alabama,2020-09-02,128239,2217,623,17,AL,01,4903185
Alabama,2020-09-03,129285,2233,1046,16,AL,01,4903185
Alabama,2020-09-04,130393,2266,1108,33,AL,01,4903185
Alabama,2020-09-05,131803,2275,1410,9,AL,01,4903185
Alabama,2020-09-06,132314,2276,511,1,AL,01,4903185
Alabama,2020-09-07,132973,2276,659,0,AL,01,4903185
Alabama,2020-09-08,133606,2277,633,1,AL,01,4903185
Alabama,2020-09-09,134417,2285,811,8,AL,01,4903185
Alabama,2020-09-10,135565,2301,1148,16,AL,01,4903185
Alabama,2020-09-11,136703,2333,1138,32,AL,01,4903185
Alabama,2020-09-12,137646,2350,943,17,AL,01,4903185
Alabama,2020-09-13,138755,2351,1109,1,AL,01,4903185
Alabama,2020-09-14,139459,2355,704,4,AL,01,4903185
Alabama,2020-09-15,140160,2387,701,32,AL,01,4903185
Alabama,2020-09-16,141087,2392,927,5,AL,01,4903185
Alabama,2020-09-17,141757,2401,670,9,AL,01,4903185
Alabama,2020-09-18,142863,2428,1106,27,AL,01,4903185
Alabama,2020-09-19,144164,2437,1301,9,AL,01,4903185
Alabama,2020-09-20,144962,2437,798,0,AL,01,4903185
Alabama,2020-09-21,145780,2439,818,2,AL,01,4903185
Alabama,2020-09-22,146584,2457,804,18,AL,01,4903185
Alabama,2020-09-23,147153,2488,569,31,AL,01,4903185
Alabama,2020-09-24,148206,2506,1053,18,AL,01,4903185
Alabama,2020-09-25,150658,2491,2452,0,AL,01,4903185
Alabama,2020-09-26,151591,2501,933,10,AL,01,4903185
Alabama,2020-09-27,152321,2502,730,1,AL,01,4903185
Alabama,2020-09-28,152983,2501,662,0,AL,01,4903185
Alabama,2020-09-29,153554,2517,571,16,AL,01,4903185
Alabama,2020-09-30,154701,2540,1147,23,AL,01,4903185
Alabama,2020-10-01,155744,2548,1043,8,AL,01,4903185
Alabama,2020-10-02,156698,2550,954,2,AL,01,4903185
Alabama,2020-10-03,158380,2558,1682,8,AL,01,4903185
Alabama,2020-10-04,159169,2558,789,0,AL,01,4903185
Alabama,2020-10-05,159713,2559,544,1,AL,01,4903185
Alabama,2020-10-06,160477,2580,764,21,AL,01,4903185
Alabama,2020-10-07,161418,2601,941,21,AL,01,4903185
Alabama,2020-10-08,161975,2637,557,36,AL,01,4903185
Alabama,2020-10-09,163465,2653,1490,16,AL,01,4903185
Alabama,2020-10-10,164526,2664,1061,11,AL,01,4903185
Alabama,2020-10-11,165342,2664,816,0,AL,01,4903185
Alabama,2020-10-12,166076,2665,734,1,AL,01,4903185
Alabama,2020-10-13,167193,2665,1117,0,AL,01,4903185
Alabama,2020-10-14,167977,2706,784,41,AL,01,4903185
Alabama,2020-10-15,169162,2756,1185,50,AL,01,4903185
Alabama,2020-10-16,170374,2786,1212,30,AL,01,4903185
Alabama,2020-10-17,171662,2788,1288,2,AL,01,4903185
Alabama,2020-10-18,172626,2788,964,0,AL,01,4903185
Alabama,2020-10-19,173485,2789,859,1,AL,01,4903185
Alabama,2020-10-20,174528,2805,1043,16,AL,01,4903185
Alabama,2020-10-21,175674,2828,1146,23,AL,01,4903185
Alabama,2020-10-22,177064,2843,1390,15,AL,01,4903185
Alabama,2020-10-23,180916,2859,3852,16,AL,01,4903185
Alabama,2020-10-24,183276,2866,2360,7,AL,01,4903185
Alabama,2020-10-25,184355,2866,1079,0,AL,01,4903185
Alabama,2020-10-26,185322,2866,967,0,AL,01,4903185
Alabama,2020-10-27,186437,2892,1115,26,AL,01,4903185
Alabama,2020-10-28,187706,2911,1269,19,AL,01,4903185
Alabama,2020-10-29,189149,2914,1443,3,AL,01,4903185
Alabama,2020-10-30,190496,2932,1347,18,AL,01,4903185
Alabama,2020-10-31,192285,2967,1789,35,AL,01,4903185
Alabama,2020-11-01,193985,2973,1700,6,AL,01,4903185
Alabama,2020-11-02,194892,2973,907,0,AL,01,4903185
Alabama,2020-11-03,195929,2987,1037,14,AL,01,4903185
Alabama,2020-11-04,197777,3006,1848,19,AL,01,4903185
Alabama,2020-11-05,199158,3026,1381,20,AL,01,4903185
Alabama,2020-11-06,200714,3049,1556,23,AL,01,4903185
Alabama,2020-11-07,202482,3082,1768,33,AL,01,4903185
Alabama,2020-11-08,203687,3084,1205,2,AL,01,4903185
Alabama,2020-11-09,204857,3084,1170,0,AL,01,4903185
Alabama,2020-11-10,206567,3120,1710,36,AL,01,4903185
Alabama,2020-11-11,208637,3201,2070,81,AL,01,4903185
Alabama,2020-11-12,210637,3213,2000,12,AL,01,4903185
Alabama,2020-11-13,213617,3231,2980,18,AL,01,4903185
Alabama,2020-11-14,215843,3246,2226,15,AL,01,4903185
Alabama,2020-11-15,217822,3248,1979,2,AL,01,4903185
Alabama,2020-11-16,219232,3249,1410,1,AL,01,4903185
Alabama,2020-11-17,220848,3301,1616,52,AL,01,4903185
Alabama,2020-11-18,223486,3347,2638,46,AL,01,4903185
Alabama,2020-11-19,225910,3419,2424,72,AL,01,4903185
Alabama,2020-11-20,228373,3451,2463,32,AL,01,4903185
Alabama,2020-11-21,230708,3457,2335,6,AL,01,4903185
Alabama,2020-11-22,232506,3457,1798,0,AL,01,4903185
Alabama,2020-11-23,234080,3459,1574,2,AL,01,4903185
Alabama,2020-11-24,236865,3472,2785,13,AL,01,4903185
Alabama,2020-11-25,239318,3532,2453,60,AL,01,4903185
Alabama,2020-11-26,241957,3572,2639,40,AL,01,4903185
Alabama,2020-11-27,242874,3572,917,0,AL,01,4903185
Alabama,2020-11-28,244993,3572,2119,0,AL,01,4903185
Alabama,2020-11-29,247229,3577,2236,5,AL,01,4903185
Alabama,2020-11-30,249524,3578,2295,1,AL,01,4903185
Alabama,2020-12-01,252900,3638,3376,60,AL,01,4903185
Alabama,2020-12-02,256828,3711,3928,73,AL,01,4903185
Alabama,2020-12-03,260359,3776,3531,65,AL,01,4903185
Alabama,2020-12-04,264199,3831,3840,55,AL,01,4903185
Alabama,2020-12-05,267589,3877,3390,46,AL,01,4903185
Alabama,2020-12-06,269877,3889,2288,12,AL,01,4903185
Alabama,2020-12-07,272229,3892,2352,3,AL,01,4903185
Alabama,2020-12-08,276665,3942,4436,50,AL,01,4903185
Alabama,2020-12-09,280187,3985,3522,43,AL,01,4903185
Alabama,2020-12-10,284922,4034,4735,49,AL,01,4903185
Alabama,2020-12-11,288775,4086,3853,52,AL,01,4903185
Alabama,2020-12-12,292841,4102,4066,16,AL,01,4903185
Alabama,2020-12-13,295631,4102,2790,0,AL,01,4903185
Alabama,2020-12-14,297895,4102,2264,0,AL,01,4903185
Alabama,2020-12-15,301533,4124,3638,22,AL,01,4903185
Alabama,2020-12-16,305640,4198,4107,74,AL,01,4903185
Alabama,2020-12-17,310335,4254,4695,56,AL,01,4903185
Alabama,2020-12-18,315683,4296,5348,42,AL,01,4903185
Alabama,2020-12-19,319904,4389,4221,93,AL,01,4903185
Alabama,2020-12-20,322452,4389,2548,0,AL,01,4903185
Alabama,2020-12-21,324832,4389,2380,0,AL,01,4903185
Alabama,2020-12-22,329811,4452,4979,63,AL,01,4903185
Alabama,2020-12-23,334569,4587,4758,135,AL,01,4903185
Alabama,2020-12-24,338801,4676,4232,89,AL,01,4903185
Alabama,2020-12-25,342426,4680,3625,4,AL,01,4903185
Alabama,2020-12-26,343458,4685,1032,5,AL,01,4903185
Alabama,2020-12-27,345628,4691,2170,6,AL,01,4903185
Alabama,2020-12-28,347897,4712,2269,21,AL,01,4903185
Alabama,2020-12-29,351804,4737,3907,25,AL,01,4903185
Alabama,2020-12-30,356820,4774,5016,37,AL,01,4903185
Alabama,2020-12-31,361226,4827,4406,53,AL,01,4903185
Alabama,2021-01-01,365747,4872,4521,45,AL,01,4903185
Alabama,2021-01-02,369458,4872,3711,0,AL,01,4903185
Alabama,2021-01-03,371934,4873,2476,1,AL,01,4903185
Alabama,2021-01-04,374095,4878,2161,5,AL,01,4903185
Alabama,2021-01-05,379593,4886,5498,8,AL,01,4903185
Alabama,2021-01-06,384184,4994,4591,108,AL,01,4903185
Alabama,2021-01-07,389230,5080,5046,86,AL,01,4903185
Alabama,2021-01-08,394287,5191,5057,111,AL,01,4903185
Alabama,2021-01-09,399150,5299,4863,108,AL,01,4903185
Alabama,2021-01-10,401900,5334,2750,35,AL,01,4903185
Alabama,2021-01-11,404000,5347,2100,13,AL,01,4903185
Alabama,2021-01-12,407848,5573,3848,226,AL,01,4903185
Alabama,2021-01-13,410995,5760,3147,187,AL,01,4903185
Alabama,2021-01-14,414583,5945,3588,185,AL,01,4903185
Alabama,2021-01-15,417528,6030,2945,85,AL,01,4903185
Alabama,2021-01-16,420681,6119,3153,89,AL,01,4903185
Alabama,2021-01-17,422598,6120,1917,1,AL,01,4903185
Alabama,2021-01-18,424028,6121,1430,1,AL,01,4903185
Alabama,2021-01-19,426543,6126,2515,5,AL,01,4903185
Alabama,2021-01-20,429655,6283,3112,157,AL,01,4903185
Alabama,2021-01-21,432536,6379,2881,96,AL,01,4903185
Alabama,2021-01-22,436087,6486,3551,107,AL,01,4903185
Alabama,2021-01-23,439442,6657,3355,171,AL,01,4903185
Alabama,2021-01-24,441170,6660,1728,3,AL,01,4903185
Alabama,2021-01-25,443009,6662,1839,2,AL,01,4903185
Alabama,2021-01-26,445909,6896,2900,234,AL,01,4903185
Alabama,2021-01-27,449086,7172,3177,276,AL,01,4903185
Alabama,2021-01-28,452734,7340,3648,168,AL,01,4903185
Alabama,2021-01-29,455582,7566,2848,226,AL,01,4903185
Alabama,2021-01-30,455582,7566,0,0,AL,01,4903185
Alabama,2021-01-31,459639,7688,4057,122,AL,01,4903185
Alabama,2021-02-01,460860,7688,1221,0,AL,01,4903185
Alabama,2021-02-02,462938,7894,2078,206,AL,01,4903185
Alabama,2021-02-03,465056,8203,2118,309,AL,01,4903185
Alabama,2021-02-04,467823,8365,2767,162,AL,01,4903185
Alabama,2021-02-05,469319,8449,1496,84,AL,01,4903185
Alabama,2021-02-06,471311,8513,1992,64,AL,01,4903185
Alabama,2021-02-07,472423,8515,1112,2,AL,01,4903185
Alabama,2021-02-08,473348,8523,925,8,AL,01,4903185
Alabama,2021-02-09,474666,8579,1318,56,AL,01,4903185
Alabama,2021-02-10,476067,8888,1401,309,AL,01,4903185
Alabama,2021-02-11,477570,9021,1503,133,AL,01,4903185
Alabama,2021-02-12,478667,9180,1097,159,AL,01,4903185
Alabama,2021-02-13,479856,9242,1189,62,AL,01,4903185
Alabama,2021-02-14,480931,9242,1075,0,AL,01,4903185
Alabama,2021-02-15,481605,9244,674,2,AL,01,4903185
Alabama,2021-02-16,482488,9257,883,13,AL,01,4903185
Alabama,2021-02-17,483167,9346,679,89,AL,01,4903185
Alabama,2021-02-18,484365,9424,1198,78,AL,01,4903185
Alabama,2021-02-19,485212,9573,847,149,AL,01,4903185
Alabama,2021-02-20,485986,9590,774,17,AL,01,4903185
Alabama,2021-02-21,486843,9592,857,2,AL,01,4903185
Alabama,2021-02-22,487520,9592,677,0,AL,01,4903185
Alabama,2021-02-23,488973,9660,1453,68,AL,01,4903185
Alabama,2021-02-24,490220,9744,1247,84,AL,01,4903185
Alabama,2021-02-25,491110,9831,890,87,AL,01,4903185
Alabama,2021-02-26,491849,9869,739,38,AL,01,4903185
Alabama,2021-02-27,492683,9930,834,61,AL,01,4903185
Alabama,2021-02-28,493252,9929,569,0,AL,01,4903185
Alabama,2021-03-01,493769,9931,517,2,AL,01,4903185
Alabama,2021-03-02,494421,9991,652,60,AL,01,4903185
Alabama,2021-03-03,497154,10029,2733,38,AL,01,4903185
Alabama,2021-03-04,498076,10094,922,65,AL,01,4903185
Alabama,2021-03-05,498887,10122,811,28,AL,01,4903185
Alabama,2021-03-06,499411,10149,524,27,AL,01,4903185
Alabama,2021-03-07,499819,10148,408,0,AL,01,4903185
Alabama,2021-03-08,500092,10148,273,0,AL,01,4903185
Alabama,2021-03-09,500616,10186,524,38,AL,01,4903185
Alabama,2021-03-10,501398,10222,782,36,AL,01,4903185
Alabama,2021-03-11,502263,10274,865,52,AL,01,4903185
Alabama,2021-03-12,502711,10299,448,25,AL,01,4903185
Alabama,2021-03-13,503305,10327,594,28,AL,01,4903185
Alabama,2021-03-14,503673,10327,368,0,AL,01,4903185
Alabama,2021-03-15,508229,10329,4556,2,AL,01,4903185
Alabama,2021-03-16,508717,10337,488,8,AL,01,4903185
Alabama,2021-03-17,509476,10363,759,26,AL,01,4903185
Alabama,2021-03-18,510048,10391,572,28,AL,01,4903185
Alabama,2021-03-19,510579,10425,531,34,AL,01,4903185
Alabama,2021-03-20,511087,10436,508,11,AL,01,4903185
Alabama,2021-03-21,511460,10436,373,0,AL,01,4903185
Alabama,2021-03-22,511779,10436,319,0,AL,01,4903185
Alabama,2021-03-23,511789,10450,10,14,AL,01,4903185
Alabama,2021-03-24,512711,10487,922,37,AL,01,4903185
Alabama,2021-03-25,513138,10504,427,17,AL,01,4903185
Alabama,2021-03-26,513580,10523,442,19,AL,01,4903185
Alabama,2021-03-27,514072,10526,492,3,AL,01,4903185
Alabama,2021-03-28,514391,10526,319,0,AL,01,4903185
Alabama,2021-03-29,514619,10526,228,0,AL,01,4903185
Alabama,2021-03-30,514980,10527,361,1,AL,01,4903185
Alabama,2021-03-31,515388,10554,408,27,AL,01,4903185
Alabama,2021-04-01,515866,10553,478,0,AL,01,4903185
Alabama,2021-04-02,516266,10607,400,54,AL,01,4903185
Alabama,2021-04-03,516615,10637,349,30,AL,01,4903185
Alabama,2021-04-04,516809,10637,194,0,AL,01,4903185
Alabama,2021-04-05,516918,10638,109,1,AL,01,4903185
Alabama,2021-04-06,517114,10652,196,14,AL,01,4903185
Alabama,2021-04-07,517452,10652,338,0,AL,01,4903185
Alabama,2021-04-08,517916,10675,464,23,AL,01,4903185
Alabama,2021-04-09,518234,10686,318,11,AL,01,4903185
Alabama,2021-04-10,518588,10712,354,26,AL,01,4903185
Alabama,2021-04-11,518899,10712,311,0,AL,01,4903185
Alabama,2021-04-12,519071,10712,172,0,AL,01,4903185
Alabama,2021-04-13,520503,10722,1432,10,AL,01,4903185
Alabama,2021-04-14,520780,10728,277,6,AL,01,4903185
Alabama,2021-04-15,521201,10736,421,8,AL,01,4903185
Alabama,2021-04-16,521623,10739,422,3,AL,01,4903185
Alabama,2021-04-17,522131,10790,508,51,AL,01,4903185
Alabama,2021-04-18,522401,10790,270,0,AL,01,4903185
Alabama,2021-04-19,522512,10790,111,0,AL,01,4903185
Alabama,2021-04-20,523955,10798,1443,8,AL,01,4903185
Alabama,2021-04-21,524367,10807,412,9,AL,01,4903185
Alabama,2021-04-22,525049,10824,682,17,AL,01,4903185
Alabama,2021-04-23,525477,10840,428,16,AL,01,4903185
Alabama,2021-04-24,525898,10851,421,11,AL,01,4903185
Alabama,2021-04-25,526131,10851,233,0,AL,01,4903185
Alabama,2021-04-26,526348,10852,217,1,AL,01,4903185
Alabama,2021-04-27,526707,10854,359,2,AL,01,4903185
Alabama,2021-04-28,527083,10879,376,25,AL,01,4903185
Alabama,2021-04-29,527513,10887,430,8,AL,01,4903185
Alabama,2021-04-30,527922,10896,409,9,AL,01,4903185
Alabama,2021-05-01,528309,10913,387,17,AL,01,4903185
Alabama,2021-05-02,528597,10913,288,0,AL,01,4903185
Alabama,2021-05-03,528784,10913,187,0,AL,01,4903185
Alabama,2021-05-04,528784,10913,0,0,AL,01,4903185
Alabama,2021-05-05,529446,10930,662,17,AL,01,4903185
Alabama,2021-05-06,530011,10946,565,16,AL,01,4903185
Alabama,2021-05-07,530325,10966,314,20,AL,01,4903185
Alabama,2021-05-08,530744,10978,419,12,AL,01,4903185
Alabama,2021-05-09,530988,10978,244,0,AL,01,4903185
Alabama,2021-05-10,531094,10978,106,0,AL,01,4903185
Alabama,2021-05-11,531404,10985,310,7,AL,01,4903185
Alabama,2021-05-12,531751,10997,347,12,AL,01,4903185
Alabama,2021-05-13,532895,11001,1144,4,AL,01,4903185
Alabama,2021-05-14,537813,11024,4918,23,AL,01,4903185
Alabama,2021-05-15,539829,11038,2016,14,AL,01,4903185
Alabama,2021-05-16,540083,11038,254,0,AL,01,4903185
Alabama,2021-05-17,540267,11038,184,0,AL,01,4903185
Alabama,2021-05-18,540603,11043,336,5,AL,01,4903185
Alabama,2021-05-19,540891,11045,288,2,AL,01,4903185
Alabama,2021-05-20,541230,11077,339,32,AL,01,4903185
Alabama,2021-05-21,541673,11080,443,3,AL,01,4903185
Alabama,2021-05-22,541928,11112,255,32,AL,01,4903185
Alabama,2021-05-23,542124,11112,196,0,AL,01,4903185
Alabama,2021-05-24,542256,11112,132,0,AL,01,4903185
Alabama,2021-05-25,542562,11124,306,12,AL,01,4903185
Alabama,2021-05-26,542831,11138,269,14,AL,01,4903185
Alabama,2021-05-27,543177,11140,346,2,AL,01,4903185
Alabama,2021-05-28,543405,11146,228,6,AL,01,4903185
Alabama,2021-05-29,543405,11146,0,0,AL,01,4903185
Alabama,2021-05-30,543405,11146,0,0,AL,01,4903185
Alabama,2021-05-31,543405,11146,0,0,AL,01,4903185
Alabama,2021-06-01,544045,11156,640,10,AL,01,4903185
Alabama,2021-06-02,544598,11167,553,11,AL,01,4903185
Alabama,2021-06-03,545028,11188,430,21,AL,01,4903185
